&GShkar          ->&w2   &G-&w  17   &G   Rvnum: 10300   Sea-elf Conjurer
&GDrea           ->&w6   &G-&w  17   &G   Rvnum: 10384   Human Thug
&GFang           ->&w18  &G-&w  22   &G   Rvnum: 8015    Minotaur Warrior
&GDrea           ->&w7   &G-&w  17   &G   Rvnum: 5139    Human Thug
&GDrea           ->&w8   &G-&w  17   &G   Rvnum: 5135    Human Thug
&GDesoray        ->&w5   &G-&w  18   &G   Rvnum: 1214    Half-elf Mage
&GDrea           ->&w9   &G-&w  17   &G   Rvnum: 7073    Human Thug
&GDrea           ->&w10  &G-&w  17   &G   Rvnum: 5144    Human Thug
&GDesoray        ->&w6   &G-&w  18   &G   Rvnum: 1208    Half-elf Mage
&GShandy         ->&w19  &G-&w  21   &G   Rvnum: 446     Pixie Mage
&GKyrmon         ->&w9   &G-&w  18   &G   Rvnum: 423     Dwarf Warrior
&GDuras          ->&w38  &G-&w  103  &G   Rvnum: 5287    Ghoul Archmagi
&GAlphonse       ->&w2   &G-&w  17   &G   Rvnum: 10300   Half-elf Thief
&GAlphonse       ->&w3   &G-&w  17   &G   Rvnum: 10308   Half-elf Thief
&GAlphonse       ->&w4   &G-&w  17   &G   Rvnum: 10352   Half-elf Thief
&GAlphonse       ->&w5   &G-&w  17   &G   Rvnum: 10397   Half-elf Thief
&GAlphonse       ->&w6   &G-&w  17   &G   Rvnum: 1224    Half-elf Thief
&GJaitan         ->&w19  &G-&w  53   &G   Rvnum: 2151    Ghoul Mage
&GJack           ->&w39  &G-&w  96   &G   Rvnum: 10012   Half-elf Jester
&GRoc            ->&w2   &G-&w  17   &G   Rvnum: 10300   Minotaur Mage
&GRoc            ->&w3   &G-&w  17   &G   Rvnum: 10338   Minotaur Mage
&GRoc            ->&w4   &G-&w  17   &G   Rvnum: 10361   Minotaur Mage
&GRoc            ->&w5   &G-&w  17   &G   Rvnum: 1024    Minotaur Mage
&GRoc            ->&w6   &G-&w  17   &G   Rvnum: 669     Minotaur Mage
&GShandy         ->&w20  &G-&w  22   &G   Rvnum: 14416   Pixie Mage
&GRock           ->&w2   &G-&w  17   &G   Rvnum: 10300   Ghoul Diabolist
&GRock           ->&w3   &G-&w  17   &G   Rvnum: 10375   Ghoul Diabolist
&GRock           ->&w4   &G-&w  17   &G   Rvnum: 1212    Ghoul Diabolist
&GCantrip        ->&w47  &G-&w  113  &G   Rvnum: 918     Sea-elf Cleric
&GKrom           ->&w28  &G-&w  56   &G   Rvnum: 21118   Ghoul Mage
&GVectus         ->&w8   &G-&w  17   &G   Rvnum: 1212    Ghoul Mage
&GVectus         ->&w9   &G-&w  17   &G   Rvnum: 1253    Ghoul Mage
&GRock           ->&w5   &G-&w  17   &G   Rvnum: 8148    Ghoul Diabolist
&GRock           ->&w6   &G-&w  17   &G   Rvnum: 10397   Ghoul Diabolist
&GRock           ->&w7   &G-&w  18   &G   Rvnum: 1415    Ghoul Diabolist
&GFang           ->&w19  &G-&w  23   &G   Rvnum: 8006    Minotaur Warrior
&GMischa         ->&w29  &G-&w  27   &G   Rvnum: 9877    Gnome Mage
&GMandragoras    ->&w38  &G-&w  113  &G   Rvnum: 8447    Ghoul Monk
&GCantrip        ->&w48  &G-&w  114  &G   Rvnum: 910     Sea-elf Cleric
&GThumper        ->&w2   &G-&w  17   &G   Rvnum: 10300   Ghoul Warrior
&GJaitan         ->&w20  &G-&w  57   &G   Rvnum: 214     Ghoul Mage
&GFang           ->&w20  &G-&w  24   &G   Rvnum: 3819    Minotaur Warrior
&GShandy         ->&w21  &G-&w  24   &G   Rvnum: 455     Pixie Mage
&GDrea           ->&w11  &G-&w  18   &G   Rvnum: 5135    Human Thug
&GDrea           ->&w12  &G-&w  18   &G   Rvnum: 9849    Human Thug
&GDrea           ->&w13  &G-&w  19   &G   Rvnum: 969     Human Thug
&GDrea           ->&w14  &G-&w  19   &G   Rvnum: 8034    Human Thug
&GHades          ->&w24  &G-&w  58   &G   Rvnum: 21052   Gith Archmagi
&GDrea           ->&w15  &G-&w  19   &G   Rvnum: 8006    Human Thug
&GFang           ->&w21  &G-&w  25   &G   Rvnum: 8022    Minotaur Warrior
&GDrea           ->&w16  &G-&w  20   &G   Rvnum: 9899    Human Thug
&GDrea           ->&w17  &G-&w  20   &G   Rvnum: 2427    Human Thug
&GDrea           ->&w18  &G-&w  21   &G   Rvnum: 2725    Human Thug
&GVectus         ->&w10  &G-&w  18   &G   Rvnum: 21028   Ghoul Mage
&GVectus         ->&w11  &G-&w  18   &G   Rvnum: 21049   Ghoul Mage
&GHades          ->&w25  &G-&w  60   &G   Rvnum: 21018   Gith Archmagi
&GElidar         ->&w2   &G-&w  17   &G   Rvnum: 10300   Drow Mage
&GVectus         ->&w12  &G-&w  18   &G   Rvnum: 21077   Ghoul Mage
&GCantrip        ->&w49  &G-&w  115  &G   Rvnum: 931     Sea-elf Cleric
&GLinaerin       ->&w14  &G-&w  23   &G   Rvnum: 21142   Drow Monk
&GJack           ->&w40  &G-&w  103  &G   Rvnum: 10014   Half-elf Jester
&GKrom           ->&w29  &G-&w  62   &G   Rvnum: 1612    Ghoul Mage
&GFang           ->&w22  &G-&w  28   &G   Rvnum: 8006    Minotaur Warrior
&GVectus         ->&w13  &G-&w  19   &G   Rvnum: 4320    Ghoul Mage
&GVectus         ->&w14  &G-&w  19   &G   Rvnum: 4348    Ghoul Mage
&GHades          ->&w26  &G-&w  61   &G   Rvnum: 902     Gith Archmagi
&GJaitan         ->&w21  &G-&w  60   &G   Rvnum: 2153    Ghoul Mage
&GMischa         ->&w30  &G-&w  28   &G   Rvnum: 5128    Gnome Mage
&GLashana        ->&w2   &G-&w  17   &G   Rvnum: 10300   Half-elf Druid
&GLashana        ->&w3   &G-&w  17   &G   Rvnum: 10346   Half-elf Druid
&GGeorgios       ->&w2   &G-&w  17   &G   Rvnum: 10300   Minotaur Shaman
&GGeorgios       ->&w3   &G-&w  17   &G   Rvnum: 10443   Minotaur Shaman
&GGeorgios       ->&w4   &G-&w  17   &G   Rvnum: 10443   Minotaur Shaman
&GFang           ->&w23  &G-&w  30   &G   Rvnum: 8010    Minotaur Warrior
&GLashana        ->&w4   &G-&w  17   &G   Rvnum: 10383   Half-elf Druid
&GLashana        ->&w5   &G-&w  17   &G   Rvnum: 10374   Half-elf Druid
&GLodi           ->&w19  &G-&w  23   &G   Rvnum: 9845    Minotaur Warrior
&GLodi           ->&w20  &G-&w  23   &G   Rvnum: 21037   Minotaur Warrior
&GAdin'afein     ->&w31  &G-&w  31   &G   Rvnum: 8003    Drow Thug
&GLinaerin       ->&w15  &G-&w  24   &G   Rvnum: 21118   Drow Monk
&GDuras          ->&w39  &G-&w  106  &G   Rvnum: 11077   Ghoul Archmagi
&GKrom           ->&w30  &G-&w  65   &G   Rvnum: 15180   Ghoul Mage
&GJaitan         ->&w22  &G-&w  63   &G   Rvnum: 2198    Ghoul Mage
&GMandragoras    ->&w39  &G-&w  120  &G   Rvnum: 915     Ghoul Monk
&GDrea           ->&w19  &G-&w  22   &G   Rvnum: 2302    Human Thug
&GDrea           ->&w20  &G-&w  23   &G   Rvnum: 14457   Human Thug
&GZayna          ->&w2   &G-&w  17   &G   Rvnum: 10300   Gith Mage
&GLodi           ->&w21  &G-&w  25   &G   Rvnum: 5139    Minotaur Warrior
&GLashana        ->&w6   &G-&w  18   &G   Rvnum: 10394   Half-elf Druid
&GHades          ->&w27  &G-&w  63   &G   Rvnum: 4605    Gith Archmagi
&GFang           ->&w24  &G-&w  31   &G   Rvnum: 2175    Minotaur Warrior
&GLodi           ->&w22  &G-&w  26   &G   Rvnum: 2158    Minotaur Warrior
&GVectus         ->&w15  &G-&w  19   &G   Rvnum: 3806    Ghoul Mage
&GLodi           ->&w23  &G-&w  27   &G   Rvnum: 5136    Minotaur Warrior
&GLodi           ->&w24  &G-&w  28   &G   Rvnum: 3843    Minotaur Warrior
&GFang           ->&w25  &G-&w  31   &G   Rvnum: 2186    Minotaur Warrior
&GDuras          ->&w40  &G-&w  109  &G   Rvnum: 4219    Ghoul Archmagi
&GFang           ->&w26  &G-&w  32   &G   Rvnum: 3812    Minotaur Warrior
&GDahlia         ->&w31  &G-&w  102  &G   Rvnum: 10025   Pixie Archmagi
&GLodi           ->&w25  &G-&w  33   &G   Rvnum: 818     Minotaur Warrior
&GDuras          ->&w41  &G-&w  110  &G   Rvnum: 2736    Ghoul Archmagi
&GLodi           ->&w26  &G-&w  33   &G   Rvnum: 845     Minotaur Warrior
&GJaitan         ->&w23  &G-&w  69   &G   Rvnum: 2174    Ghoul Mage
&GDrea           ->&w21  &G-&w  23   &G   Rvnum: 2177    Human Thug
&GDrea           ->&w22  &G-&w  24   &G   Rvnum: 2725    Human Thug
&GDahlia         ->&w32  &G-&w  103  &G   Rvnum: 2935    Pixie Archmagi
&GThatcher       ->&w27  &G-&w  129  &G   Rvnum: 5258    Minotaur Bishop
&GDuras          ->&w42  &G-&w  111  &G   Rvnum: 16243   Ghoul Archmagi
&GLodi           ->&w27  &G-&w  38   &G   Rvnum: 836     Minotaur Warrior
&GLodi           ->&w28  &G-&w  38   &G   Rvnum: 829     Minotaur Warrior
&GDuras          ->&w43  &G-&w  112  &G   Rvnum: 815     Ghoul Archmagi
&GCelestron      ->&w42  &G-&w  49   &G   Rvnum: 924     Half-elf Cleric
&GLodi           ->&w29  &G-&w  39   &G   Rvnum: 21042   Minotaur Warrior
&GCantrip        ->&w50  &G-&w  118  &G   Rvnum: 925     Sea-elf Cleric
&GAlain          ->&w2   &G-&w  17   &G   Rvnum: 10300   Elf Mage
&GAlain          ->&w3   &G-&w  17   &G   Rvnum: 10335   Elf Mage
&GAlain          ->&w4   &G-&w  17   &G   Rvnum: 10363   Elf Mage
&GAlain          ->&w5   &G-&w  17   &G   Rvnum: 10381   Elf Mage
&GShealia        ->&w11  &G-&w  31   &G   Rvnum: 1251    Elf Mage
&GAlain          ->&w6   &G-&w  17   &G   Rvnum: 1041    Elf Mage
&GAlain          ->&w7   &G-&w  18   &G   Rvnum: 10830   Elf Mage
&GJaitan         ->&w24  &G-&w  71   &G   Rvnum: 2170    Ghoul Mage
&GRanlyn         ->&w2   &G-&w  17   &G   Rvnum: 10300   Half-elf Monk
&GRanlyn         ->&w3   &G-&w  17   &G   Rvnum: 10374   Half-elf Monk
&GRanlyn         ->&w4   &G-&w  17   &G   Rvnum: 10364   Half-elf Monk
&GRanlyn         ->&w5   &G-&w  18   &G   Rvnum: 10364   Half-elf Monk
&GAlain          ->&w8   &G-&w  18   &G   Rvnum: 21082   Elf Mage
&GBytor          ->&w2   &G-&w  17   &G   Rvnum: 10300   Human Shaman
&GAlain          ->&w9   &G-&w  19   &G   Rvnum: 673     Elf Mage
&GJaitan         ->&w25  &G-&w  73   &G   Rvnum: 2206    Ghoul Mage
&GJack           ->&w41  &G-&w  108  &G   Rvnum: 2158    Half-elf Jester
&GDahlia         ->&w33  &G-&w  106  &G   Rvnum: 14210   Pixie Archmagi
&GFistandan      ->&w44  &G-&w  91   &G   Rvnum: 909     Drow Archmagi
&GLinaerin       ->&w16  &G-&w  26   &G   Rvnum: 5129    Drow Monk
&GJaitan         ->&w26  &G-&w  76   &G   Rvnum: 8015    Ghoul Mage
&GDahlia         ->&w34  &G-&w  109  &G   Rvnum: 7458    Pixie Archmagi
&GKarlof         ->&w51  &G-&w  243  &G   Rvnum: 21420   Human Archmagi
&GRanlyn         ->&w6   &G-&w  20   &G   Rvnum: 10374   Half-elf Monk
&GJaitan         ->&w27  &G-&w  79   &G   Rvnum: 8006    Ghoul Mage
&GErisian        ->&w2   &G-&w  17   &G   Rvnum: 10300   Human Conjurer
&GHades          ->&w28  &G-&w  66   &G   Rvnum: 4604    Gith Archmagi
&GLodi           ->&w30  &G-&w  45   &G   Rvnum: 897     Minotaur Warrior
&GJaitan         ->&w28  &G-&w  82   &G   Rvnum: 8031    Ghoul Mage
&GLodi           ->&w31  &G-&w  45   &G   Rvnum: 21094   Minotaur Warrior
&GMandragoras    ->&w40  &G-&w  131  &G   Rvnum: 4963    Ghoul Monk
&GHades          ->&w29  &G-&w  68   &G   Rvnum: 8016    Gith Archmagi
&GLodi           ->&w32  &G-&w  46   &G   Rvnum: 915     Minotaur Warrior
&GDahlia         ->&w35  &G-&w  113  &G   Rvnum: 5265    Pixie Archmagi
&GJaitan         ->&w29  &G-&w  85   &G   Rvnum: 2154    Ghoul Mage
&GRaziel         ->&w13  &G-&w  23   &G   Rvnum: 1446    Drow Warrior
&GLodi           ->&w33  &G-&w  47   &G   Rvnum: 21010   Minotaur Warrior
&GCartel         ->&w15  &G-&w  19   &G   Rvnum: 5134    Ghoul Mage
&GMaul           ->&w6   &G-&w  19   &G   Rvnum: 21077   Ghoul Warrior
&GJaitan         ->&w30  &G-&w  88   &G   Rvnum: 8032    Ghoul Mage
&GMischa         ->&w31  &G-&w  28   &G   Rvnum: 5137    Gnome Mage
&GQuin           ->&w2   &G-&w  17   &G   Rvnum: 10300   Halfling Warrior
&GQuin           ->&w3   &G-&w  17   &G   Rvnum: 10339   Halfling Warrior
&GQuin           ->&w4   &G-&w  17   &G   Rvnum: 10375   Halfling Warrior
&GQuin           ->&w5   &G-&w  17   &G   Rvnum: 10339   Halfling Warrior
&GQuin           ->&w6   &G-&w  17   &G   Rvnum: 1101    Halfling Warrior
&GQuin           ->&w7   &G-&w  17   &G   Rvnum: 1102    Halfling Warrior
&GQuin           ->&w8   &G-&w  17   &G   Rvnum: 1225    Halfling Warrior
&GLodi           ->&w34  &G-&w  49   &G   Rvnum: 21126   Minotaur Warrior
&GLodi           ->&w35  &G-&w  49   &G   Rvnum: 10000   Minotaur Warrior
&GRanlyn         ->&w7   &G-&w  21   &G   Rvnum: 5131    Half-elf Monk
&GLodi           ->&w36  &G-&w  51   &G   Rvnum: 8047    Minotaur Warrior
&GMischa         ->&w32  &G-&w  29   &G   Rvnum: 11071   Gnome Mage
&GMischa         ->&w33  &G-&w  29   &G   Rvnum: 3832    Gnome Mage
&GLodi           ->&w37  &G-&w  52   &G   Rvnum: 21126   Minotaur Warrior
&GLashana        ->&w7   &G-&w  19   &G   Rvnum: 10809   Half-elf Druid
&GLashana        ->&w8   &G-&w  19   &G   Rvnum: 10859   Half-elf Druid
&GJaitan         ->&w31  &G-&w  92   &G   Rvnum: 8040    Ghoul Mage
&GShealia        ->&w12  &G-&w  34   &G   Rvnum: 1510    Elf Mage
&GRanlyn         ->&w8   &G-&w  21   &G   Rvnum: 1092    Half-elf Monk
&GRanlyn         ->&w9   &G-&w  22   &G   Rvnum: 10818   Half-elf Monk
&GJaitan         ->&w32  &G-&w  95   &G   Rvnum: 2188    Ghoul Mage
&GMandragoras    ->&w41  &G-&w  136  &G   Rvnum: 2904    Ghoul Monk
&GXarxes         ->&w2   &G-&w  17   &G   Rvnum: 10300   Lizardman Thief
&GHades          ->&w30  &G-&w  71   &G   Rvnum: 4605    Gith Archmagi
&GRanlyn         ->&w10  &G-&w  22   &G   Rvnum: 5133    Half-elf Monk
&GCartel         ->&w16  &G-&w  19   &G   Rvnum: 21034   Ghoul Mage
&GShealia        ->&w13  &G-&w  35   &G   Rvnum: 3822    Elf Mage
&GCartel         ->&w17  &G-&w  19   &G   Rvnum: 3824    Ghoul Mage
&GCartel         ->&w18  &G-&w  19   &G   Rvnum: 5145    Ghoul Mage
&GJaitan         ->&w33  &G-&w  97   &G   Rvnum: 2165    Ghoul Mage
&GDuras          ->&w44  &G-&w  116  &G   Rvnum: 892     Ghoul Archmagi
&GCartel         ->&w19  &G-&w  20   &G   Rvnum: 5141    Ghoul Mage
&GRanlyn         ->&w11  &G-&w  23   &G   Rvnum: 524     Half-elf Monk
&GRanlyn         ->&w12  &G-&w  24   &G   Rvnum: 560     Half-elf Monk
&GQuin           ->&w9   &G-&w  17   &G   Rvnum: 1215    Halfling Warrior
&GJaitan         ->&w34  &G-&w  101  &G   Rvnum: 8024    Ghoul Mage
&GAbba           ->&w20  &G-&w  32   &G   Rvnum: 5138    Ghoul Diabolist
&GZanaomina      ->&w2   &G-&w  17   &G   Rvnum: 10300   Gnome Conjurer
&GHades          ->&w31  &G-&w  73   &G   Rvnum: 4605    Gith Archmagi
&GAbba           ->&w21  &G-&w  32   &G   Rvnum: 21046   Ghoul Diabolist
&GAbba           ->&w22  &G-&w  33   &G   Rvnum: 524     Ghoul Diabolist
&GQuin           ->&w10  &G-&w  17   &G   Rvnum: 1278    Halfling Warrior
&GJaitan         ->&w35  &G-&w  104  &G   Rvnum: 8043    Ghoul Mage
&GQuin           ->&w11  &G-&w  18   &G   Rvnum: 5131    Halfling Warrior
&GCartel         ->&w20  &G-&w  20   &G   Rvnum: 5134    Ghoul Mage
&GHades          ->&w32  &G-&w  75   &G   Rvnum: 4605    Gith Archmagi
&GCartel         ->&w21  &G-&w  20   &G   Rvnum: 5138    Ghoul Mage
&GMandragoras    ->&w42  &G-&w  141  &G   Rvnum: 2732    Ghoul Monk
&GFistandan      ->&w45  &G-&w  94   &G   Rvnum: 917     Drow Archmagi
&GRanlyn         ->&w13  &G-&w  27   &G   Rvnum: 1369    Half-elf Monk
&GRanlyn         ->&w14  &G-&w  27   &G   Rvnum: 5136    Half-elf Monk
&GQuin           ->&w12  &G-&w  18   &G   Rvnum: 5130    Halfling Warrior
&GCartel         ->&w22  &G-&w  21   &G   Rvnum: 5144    Ghoul Mage
&GDeema          ->&w2   &G-&w  17   &G   Rvnum: 10300   Ghoul Diabolist
&GDeema          ->&w3   &G-&w  17   &G   Rvnum: 10430   Ghoul Diabolist
&GDeema          ->&w4   &G-&w  17   &G   Rvnum: 10373   Ghoul Diabolist
&GDeema          ->&w5   &G-&w  17   &G   Rvnum: 10375   Ghoul Diabolist
&GQuin           ->&w13  &G-&w  18   &G   Rvnum: 5135    Halfling Warrior
&GQuin           ->&w14  &G-&w  18   &G   Rvnum: 5141    Halfling Warrior
&GQuin           ->&w15  &G-&w  19   &G   Rvnum: 533     Halfling Warrior
&GHades          ->&w33  &G-&w  78   &G   Rvnum: 4608    Gith Archmagi
&GMallace        ->&w30  &G-&w  61   &G   Rvnum: 21037   Human Archmagi
&GHades          ->&w34  &G-&w  79   &G   Rvnum: 14233   Gith Archmagi
&GMara           ->&w2   &G-&w  17   &G   Rvnum: 10300   Human Warrior
&GMara           ->&w3   &G-&w  17   &G   Rvnum: 10308   Human Warrior
&GMara           ->&w4   &G-&w  17   &G   Rvnum: 10342   Human Warrior
&GQuin           ->&w16  &G-&w  20   &G   Rvnum: 5131    Halfling Warrior
&GMandragoras    ->&w43  &G-&w  143  &G   Rvnum: 2095    Ghoul Monk
&GKaltar         ->&w23  &G-&w  33   &G   Rvnum: 7449    Goblin Diabolist
&GCartel         ->&w23  &G-&w  22   &G   Rvnum: 5145    Ghoul Mage
&GCartel         ->&w24  &G-&w  22   &G   Rvnum: 5136    Ghoul Mage
&GBarriak        ->&w2   &G-&w  17   &G   Rvnum: 10300   Human Mage
&GBarriak        ->&w3   &G-&w  17   &G   Rvnum: 10372   Human Mage
&GBarriak        ->&w4   &G-&w  17   &G   Rvnum: 10372   Human Mage
&GBarriak        ->&w5   &G-&w  17   &G   Rvnum: 10427   Human Mage
&GBarriak        ->&w6   &G-&w  17   &G   Rvnum: 1032    Human Mage
&GCartel         ->&w25  &G-&w  23   &G   Rvnum: 5136    Ghoul Mage
&GMandragoras    ->&w44  &G-&w  145  &G   Rvnum: 886     Ghoul Monk
&GToBorNotToB    ->&w2   &G-&w  17   &G   Rvnum: 10300   Minotaur Mage
&GToBorNotToB    ->&w3   &G-&w  17   &G   Rvnum: 10431   Minotaur Mage
&GToBorNotToB    ->&w4   &G-&w  17   &G   Rvnum: 10361   Minotaur Mage
&GToBorNotToB    ->&w5   &G-&w  17   &G   Rvnum: 1252    Minotaur Mage
&GToBorNotToB    ->&w6   &G-&w  17   &G   Rvnum: 21035   Minotaur Mage
&GToBorNotToB    ->&w7   &G-&w  17   &G   Rvnum: 5144    Minotaur Mage
&GQuin           ->&w17  &G-&w  21   &G   Rvnum: 5141    Halfling Warrior
&GSuslik         ->&w3   &G-&w  17   &G   Rvnum: 10339   Wolfen Warrior
&GSuslik         ->&w4   &G-&w  17   &G   Rvnum: 10340   Wolfen Warrior
&GSuslik         ->&w5   &G-&w  17   &G   Rvnum: 10385   Wolfen Warrior
&GSuslik         ->&w6   &G-&w  17   &G   Rvnum: 1045    Wolfen Warrior
&GToBorNotToB    ->&w8   &G-&w  18   &G   Rvnum: 4978    Minotaur Mage
&GQuin           ->&w18  &G-&w  21   &G   Rvnum: 21042   Halfling Warrior
&GSuslik         ->&w7   &G-&w  17   &G   Rvnum: 10840   Wolfen Warrior
&GSuslik         ->&w8   &G-&w  17   &G   Rvnum: 10872   Wolfen Warrior
&GQuin           ->&w19  &G-&w  22   &G   Rvnum: 9882    Halfling Warrior
&GToBorNotToB    ->&w9   &G-&w  19   &G   Rvnum: 14127   Minotaur Mage
&GToBorNotToB    ->&w10  &G-&w  19   &G   Rvnum: 14144   Minotaur Mage
&GTobor          ->&w11  &G-&w  19   &G   Rvnum: 4102    Minotaur Mage
&GQuin           ->&w20  &G-&w  22   &G   Rvnum: 9892    Halfling Warrior
&GQuin           ->&w21  &G-&w  22   &G   Rvnum: 8024    Halfling Warrior
&GDahlia         ->&w36  &G-&w  117  &G   Rvnum: 2500    Pixie Archmagi
&GQuin           ->&w22  &G-&w  22   &G   Rvnum: 9888    Halfling Warrior
&GDarin          ->&w2   &G-&w  17   &G   Rvnum: 10300   Half-elf Monk
&GDarin          ->&w3   &G-&w  17   &G   Rvnum: 10405   Half-elf Monk
&GDarin          ->&w4   &G-&w  17   &G   Rvnum: 10365   Half-elf Monk
&GDarin          ->&w5   &G-&w  17   &G   Rvnum: 10385   Half-elf Monk
&GDarin          ->&w6   &G-&w  17   &G   Rvnum: 1051    Half-elf Monk
&GDarin          ->&w7   &G-&w  17   &G   Rvnum: 10823   Half-elf Monk
&GDarin          ->&w8   &G-&w  17   &G   Rvnum: 1247    Half-elf Monk
&GDarin          ->&w9   &G-&w  17   &G   Rvnum: 10930   Half-elf Monk
&GDarin          ->&w10  &G-&w  17   &G   Rvnum: 658     Half-elf Monk
&GDarin          ->&w11  &G-&w  17   &G   Rvnum: 5139    Half-elf Monk
&GDarin          ->&w12  &G-&w  18   &G   Rvnum: 1227    Half-elf Monk
&GTobor          ->&w12  &G-&w  20   &G   Rvnum: 5135    Minotaur Mage
&GTobor          ->&w13  &G-&w  20   &G   Rvnum: 5298    Minotaur Mage
&GQuin           ->&w23  &G-&w  23   &G   Rvnum: 8020    Halfling Warrior
&GQuin           ->&w24  &G-&w  23   &G   Rvnum: 9887    Halfling Warrior
&GJaitan         ->&w36  &G-&w  114  &G   Rvnum: 10672   Ghoul Mage
&GMandragoras    ->&w45  &G-&w  147  &G   Rvnum: 916     Ghoul Monk
&GTosho          ->&w2   &G-&w  17   &G   Rvnum: 10300   Ghoul Thief
&GRanlyn         ->&w15  &G-&w  29   &G   Rvnum: 5134    Half-elf Monk
&GDarin          ->&w13  &G-&w  18   &G   Rvnum: 5134    Half-elf Monk
&GDarin          ->&w14  &G-&w  18   &G   Rvnum: 5140    Half-elf Monk
&GDarin          ->&w15  &G-&w  18   &G   Rvnum: 21112   Half-elf Monk
&GJaitan         ->&w37  &G-&w  121  &G   Rvnum: 8006    Ghoul Mage
&GDarin          ->&w16  &G-&w  19   &G   Rvnum: 5129    Half-elf Monk
&GTobor          ->&w14  &G-&w  21   &G   Rvnum: 6145    Minotaur Mage
&GCreedance      ->&w2   &G-&w  17   &G   Rvnum: 10300   Half-troll Druid
&GTetsugen       ->&w2   &G-&w  17   &G   Rvnum: 10300   Human Monk
&GTetsugen       ->&w3   &G-&w  17   &G   Rvnum: 10405   Human Monk
&GTetsugen       ->&w4   &G-&w  17   &G   Rvnum: 10403   Human Monk
&GTetsugen       ->&w5   &G-&w  17   &G   Rvnum: 10404   Human Monk
&GWatcher        ->&w12  &G-&w  23   &G   Rvnum: 2093    Ghoul Diabolist
&GXune           ->&w2   &G-&w  17   &G   Rvnum: 10300   Ghoul Mage
&GLuxx           ->&w2   &G-&w  17   &G   Rvnum: 10300   Gith Thief
&GGomorrah       ->&w27  &G-&w  59   &G   Rvnum: 14176   Ghoul Shaman
&GJaitan         ->&w38  &G-&w  133  &G   Rvnum: 8003    Ghoul Mage
&GXuvias         ->&w2   &G-&w  17   &G   Rvnum: 10300   Ghoul Diabolist
&GXuvias         ->&w3   &G-&w  17   &G   Rvnum: 10429   Ghoul Diabolist
&GXuvias         ->&w4   &G-&w  17   &G   Rvnum: 10430   Ghoul Diabolist
&GTobor          ->&w15  &G-&w  22   &G   Rvnum: 10900   Minotaur Mage
&GWyeth          ->&w2   &G-&w  17   &G   Rvnum: 10300   Minotaur Mage
&GWyeth          ->&w3   &G-&w  17   &G   Rvnum: 10430   Minotaur Mage
&GWyeth          ->&w4   &G-&w  17   &G   Rvnum: 10361   Minotaur Mage
&GWyeth          ->&w5   &G-&w  17   &G   Rvnum: 971     Minotaur Mage
&GDuras          ->&w45  &G-&w  119  &G   Rvnum: 2295    Ghoul Archmagi
&GCartel         ->&w26  &G-&w  23   &G   Rvnum: 5145    Ghoul Mage
&GCartel         ->&w27  &G-&w  24   &G   Rvnum: 5134    Ghoul Mage
&GDuras          ->&w46  &G-&w  121  &G   Rvnum: 21086   Ghoul Archmagi
&GQuin           ->&w25  &G-&w  24   &G   Rvnum: 8007    Halfling Warrior
&GCartel         ->&w28  &G-&w  26   &G   Rvnum: 5129    Ghoul Mage
&GHades          ->&w35  &G-&w  82   &G   Rvnum: 4605    Gith Archmagi
&GKrill          ->&w37  &G-&w  49   &G   Rvnum: 7407    Goblin Mage
&GKrill          ->&w38  &G-&w  50   &G   Rvnum: 2469    Goblin Mage
&GZero Kamikaze  ->&w2   &G-&w  17   &G   Rvnum: 10300   Half-elf Mage
&GJaitan         ->&w39  &G-&w  144  &G   Rvnum: 8018    Ghoul Mage
&GCartel         ->&w29  &G-&w  27   &G   Rvnum: 5132    Ghoul Mage
&GXuvi           ->&w2   &G-&w  17   &G   Rvnum: 10300   Gnome Mage
&GXuvi           ->&w3   &G-&w  17   &G   Rvnum: 10374   Gnome Mage
&GXuvi           ->&w4   &G-&w  17   &G   Rvnum: 10371   Gnome Mage
&GXuvi           ->&w5   &G-&w  17   &G   Rvnum: 10407   Gnome Mage
&GRanlyn         ->&w16  &G-&w  33   &G   Rvnum: 553     Half-elf Monk
&GVladak         ->&w2   &G-&w  17   &G   Rvnum: 10300   Lizardman Druid
&GFistandan      ->&w46  &G-&w  97   &G   Rvnum: 5282    Drow Archmagi
&GRigil          ->&w2   &G-&w  17   &G   Rvnum: 10300   Ghoul Shaman
&GRigil          ->&w3   &G-&w  17   &G   Rvnum: 10361   Ghoul Shaman
&GRigil          ->&w4   &G-&w  17   &G   Rvnum: 10361   Ghoul Shaman
&GRigil          ->&w5   &G-&w  17   &G   Rvnum: 10367   Ghoul Shaman
&GRigil          ->&w6   &G-&w  17   &G   Rvnum: 10370   Ghoul Shaman
&GDralmin        ->&w2   &G-&w  17   &G   Rvnum: 10300   Ghoul Jester
&GGrizlock       ->&w2   &G-&w  17   &G   Rvnum: 10300   Goblin Jester
&GSimba          ->&w2   &G-&w  17   &G   Rvnum: 10300   Human Thief
&GDuras          ->&w47  &G-&w  124  &G   Rvnum: 2941    Ghoul Archmagi
&GRigil          ->&w7   &G-&w  17   &G   Rvnum: 5131    Ghoul Shaman
&GRigil          ->&w8   &G-&w  17   &G   Rvnum: 5132    Ghoul Shaman
&GRigil          ->&w9   &G-&w  17   &G   Rvnum: 5130    Ghoul Shaman
